id,name
662,"Day 2: Steps To Recharge (ಕನ್ನಡ)"
663,"Day 3: Eye-Magination (ಕನ್ನಡ)"
664,"Day 4: Mind Nation (ಕನ್ನಡ)"
665,"Day 5: For Fierce Focus (ಕನ್ನಡ)"
666,"Day 6: Spread Love (ಕನ್ನಡ)"
667,"Day 7: Start Daily Practice (ಕನ್ನಡ)"
668,"Start Your Journey (বাংলা)"
669,"What Is Meditation? (தமிழ்)"
670,"Manage Distractions (தமிழ்)"
671,"The Power Of Breath (தமிழ்)"
672,"Full Body Awareness (தமிழ்)"
673,"Attention Vs Awareness (தமிழ்)"
674,"Walk Mindfully (தமிழ்)"
675,"To A New Start (தமிழ்)"
679,"Start Your Journey (मराठी)"
682,"Notice Distractions (हिन्दी)"
683,"Learn Prioritisation (हिन्दी)"
684,"Deepen Focus (हिन्दी)"
685,"Digital Detox (हिन्दी)"
686,"Information Overflow (हिन्दी)"
687,"Mind Push-ups (हिन्दी)"
688,"Regenerate (हिन्दी)"
709,"Awareness Meditation"
710,"Breath Meditation"
711,"Acceptance Meditation"
712,"Pre-Exam Meditation"
713,"To Re-Energize Between Studies"
714,"Visualise And Succeed"
715,"Night Before Exam"
716,"Sharpen Your Focus"
717,"Fear Setting And Mind Mapping"
718,"Quiet The Mental Chatter"
719,"Metta Meditation (हिन्दी)"
720,"Sitting With The Mind (हिन्दी)"
721,"Pleasure Of Standing (हिन्दी)"
722,"Breathe In Love (हिन्दी)"
723,"Just Relax (हिन्दी)"
724,"Soft Gaze (हिन्दी)"
725,"The Power Of Smile (हिन्दी)"
726,"Intimate World (हिन्दी)"
728,"Awareness Meditation"
729,"Acceptance Meditation"
730,"Breath Meditation"
737,"Metta Meditation"
741,"Body Scan (हिन्दी)"
742,"Manage Your Emotions (हिन्दी)"
743,"Incantations(Affirmations) (हिन्दी)"
744,"Visualization (हिन्दी)"
745,"Sound Bath (हिन्दी)"
746,"Happy Place (हिन्दी)"
747,"Self Compassion (हिन्दी)"
748,"Release The Hurt (हिन्दी)"
749,"Reflection (हिन्दी)"
750,"Doing To Know (हिन्दी)"
751,"Just Another Thought (हिन्दी)"
752,"Letting Go Of The Past (हिन्दी)"
753,"The Witness (हिन्दी)"
754,"Meditation In Daily Life (हिन्दी)"
755,"Alertness Meditation (हिन्दी)"
756,"Alertness Meditation"
757,"Sitting With The Mind (ಕನ್ನಡ) "
758,"Pleasure Of Standing  (ಕನ್ನಡ) "
760,"Breathe In Love (ಕನ್ನಡ) "
761,"Just Relax (ಕನ್ನಡ) "
763,"Soft Gaze (ಕನ್ನಡ) "
764,"The Power Of Smile (ಕನ್ನಡ) "
765,"Intimate World (ಕನ್ನಡ) "
766,"Body Scan (ಕನ್ನಡ) "
767,"Manage Your Emotions (ಕನ್ನಡ) "
768,"Incantations(Affirmations) (ಕನ್ನಡ) "
769,"Visualization (ಕನ್ನಡ) "
770,"Sound Bath (ಕನ್ನಡ) "
772,"Happy Place (ಕನ್ನಡ) "
773,"Self Compassion (ಕನ್ನಡ) "
774,"Release The Hurt (ಕನ್ನಡ) "
775,"Reflection (ಕನ್ನಡ) "
776,"Doing To Know (ಕನ್ನಡ) "
777,"Just Another Thought (ಕನ್ನಡ) "
778,"Letting Go Of The Past (ಕನ್ನಡ) "
779,"The Witness (ಕನ್ನಡ) "
780,"Meditation In Daily Life (ಕನ್ನಡ) "
783,"Anxiety And Restlessness (हिन्दी)"
784,"Relieve Stress (हिन्दी)"
785,"Emotional Pain (हिन्दी)"
786,"Deal With Depression (हिन्दी)"
787,"Reduce Numbness (हिन्दी)"
788,"Manage Your Anger (हिन्दी)"
789,"Let Go Of Shame & Guilt (हिन्दी)"
790,"Tackle Fear (हिन्दी)"
791,"Remove Self Doubt (हिन्दी)"
792,"Gain Self Confidence (हिन्दी)"
909,"Unblock Your Chakras (हिन्दी)"
910,"Chakra Balancing Music (हिन्दी)"
911,"Om Chanting For Chakras (हिन्दी)"
913,"Chakra Yoga Nidra (हिन्दी)"
914,"Beej Mantra For Chakras (हिन्दी)"
915,"Charge Your Chakras (हिन्दी)"
916,"Daily Chakra Balancing (हिन्दी)"
926,"Anchoring On Breath (हिन्दी)"
927,"Dealing With Disappointment (हिन्दी)"
928,"Resolve Past Trauma (हिन्दी)"
929,"Sound Meditation (हिन्दी)"
930,"Skill 0.0 - Introduction to Mindfulness"
932,"Skill 1.0 - Breath Meditation"
933,"Skill 1.1 - Breath Meditation"
934,"Skill 1.2 - Breath Meditation"
935,"Skill 1.3 - Breath Meditation"
936,"Skill 1.4 - Breath Meditation"
937,"Skill 2.0 - Pressure Grounding "
938,"Skill 2.1 - Pressure Grounding"
939,"Skill 2.2 - Pressure Grounding"
940,"Skill 2.3 - Pressure Grounding "
941,"Skill 2.4 - Pressure Grounding "
942,"Skill 3.0- Temperature Grounding"
943,"Skill 3.1- Temperature Grounding"
945,"Skill 3.2 -Temperature Grounding"
946,"Skill 3.3 -Temperature Grounding"
947,"Skill 3.4 -Temperature Grounding"
948,"Skill 4.0 - Pleasure of Letting Go"
949,"Skill 4.1 - Pleasure of Letting Go"
950,"Skill 4.2 - Pleasure of Letting Go "
951,"Skill 4.3 -Pleasure of Letting Go"
952,"Skill 4.4 -Pleasure of Letting Go"
958,"Meaning of Mantra (हिन्दी)"
959,"Science Behind Mantras (हिन्दी)"
960,"Mantras and Spirituality (हिन्दी)"
961,"Overcoming Distractions (हिन्दी)"
962,"Manifesting with a Mantra (हिन्दी)"
963,"Deeper Meaning of Om Mantra (हिन्दी)"
964,"Meditating in Turiya (हिन्दी)"
965,"Om Chanting with Turiya (हिन्दी)"
966,"108 Times Om Chanting  (हिन्दी)"
968,"Meaning Of Mantra"
969,"Science Behind Mantras"
970,"Mantras And Spirituality"
971,"Overcoming Distractions"
972,"Manifesting With A Mantra"
973,"Deeper Meaning Of Om Mantra"
974,"Meditating In Turiya"
975,"108 Times Om Chanting "
976,"Om Chanting With Turiya "
980,"What Inspires You? (हिन्दी)"
981,"What Life Is About (हिन्दी)"
982,"Understanding Your Motivation (हिन्दी)"
983,"Gratitude For What You Have (हिन्दी)"
984,"Let Go of Attachment (हिन्दी)"
985,"What is Deattachment? (हिन्दी)"
986,"Attracting Abundance (हिन्दी)"
987,"What You Love Doing (हिन्दी)"
988,"Doing Acts of Kindness (हिन्दी)"
989,"Doing What Excites You (हिन्दी)"
990,"Loving Whatever You Do (हिन्दी)"
991,"To Just Be (हिन्दी)"
992,"Who are you? (हिन्दी)"
993,"Six Sense Meditation (हिन्दी)"
994,"Being vs Seeing (हिन्दी)"
995,"Being vs Hearing (हिन्दी)"
996,"Being vs Feeling (हिन्दी)"
997,"Being vs Thinking (हिन्दी)"
998,"Balance your Karma (हिन्दी)"
999,"The Art of Living (हिन्दी)"
1000,"Mindfulness in Life (हिन्दी)"
1002,"For Anxiety"
1003,"For A Better Relationship"
1004,"To Manifest A Dream Life"
1005,"Improved Focus And Memory (हिन्दी)"
1006,"For Pain Relief (हिन्दी)"
1007,"For Letting Go (हिन्दी)"
1008,"For Social Media Addiction (हिन्दी)"
1009,"Strengthen Relationship (हिन्दी)"
1010,"For Deep Relaxation (हिन्दी)"
1011,"Improved Focus And Memory"
1012,"For Pain Relief"
1013,"For Letting Go"
1014,"For Social Media Addiction"
1015,"For Deep Relaxation"
1017,"Strengthen Relationship"
1031,"Universal Mantra - Aum Mani Padme Hum"
1032,"Om Mani Padme Hum (हिन्दी)"
1033,"Mantra for Long Life"
1034,"Kuber Mantra for Wealth"
1035,"Vajraguru Mantra for Success"
1042,"Sight Meditation"
1043,"Sound Meditation"
1044,"Sensation Meditation"
1045,"Smell and Taste Meditation"
1047,"Breath Meditation"
1064,"Refuge Meditation"
1065,"Vajrasattva Meditation"
1066,"Mandala Meditation"
1067,"Guru Yoga Meditation"
1075,"What Is Happiness?"
1076,"How To Be Happy All The Time?"
1077,"Why We Seek Pleasure?"
1078,"Why We Fear Pain?"
1079,"What Is Inner Peace?"
1080,"What Is Contentment?"
1081,"Experiencing True Happiness"
1085,"Om Mantra"
1086,"Om Mantra"
1087,"Om Mantra"
1090,"Om Mani Padme Hum (21 Times)"
1091,"Om Mani Padme Hum (54 Times)"
1092,"Om Mani Padme Hum (108 Times)"
1093,"Maa Tara Mantra (21 Times)"
1094,"Maa Tara Mantra (54 Times) "
1095,"Maa Tara Mantra (108 Times)"
1096,"Mantra For Good Health (21 Times)"
1097,"Mantra For Good Health (54 Times)"
1098,"Mantra For Good Health (108 Times)"
1099,"Mantra For Wealth (21 Times)"
1100,"Mantra For Wealth (54 Times)"
1101,"Mantra For Wealth (108 Times)"
1102,"Mantra For Success (21 Times)"
1103,"Mantra For Success (54 Times)"
1104,"Mantra For Success (108 Times)"
1106,"Anxiety and Restlessness (मराठी)"
1107,"Relieve Stress (मराठी)"
1108,"Emotional Pain (मराठी)"
1109,"Deal With Depression (मराठी)"
1110,"Reduce Numbness (मराठी)"
1111,"Manage Your Anger (मराठी)"
1112,"Let Go Of Shame And Guilt (मराठी)"
1113,"Tackle Fear (मराठी)"
1114,"Remove Self-Doubt (मराठी)"
1115,"Gain Self Confidence (मराठी)"
1116,"21 Times Om Chanting"
1117,"21 Times Om Chanting (हिन्दी)"
1130,"Silencing The Noise"
1131,"Conquering Procrastination and Laziness"
1132,"Unleashing Your Inner Confidence"
1133,"Overcoming Stage Fear"
1134,"From Insomnia to Sweet Dreams"
1135,"Rejuvenate With Rain"
1136,"Rejuvenate With Rain (हिन्दी)"
1137,"Victorious Breath"
1138,"Yin-Yang Breath (Anulom Vilom)"
1139,"Fast Breathing"
1141,"Balanced Dynamic Breath"
1142,Triple Breath Fusion
1145,"Skill 0.0 - Introduction To Mindfulness (हिन्दी)"
1146,"Skill 1.0 - Breath Meditation (हिन्दी)"
1147,"Skill 1.1 - Breath Meditation (हिन्दी)"
1148,"Skill 1.2 - Breath Meditation (हिन्दी)"
1149,"Skill 1.3 - Breath Meditation (हिन्दी)"
1150,"Skill 1.4 - Breath Meditation (हिन्दी)"
1151,"Skill 2.0 - Pressure Grounding (हिन्दी)"
1152,"Skill 2.1 - Pressure Grounding (हिन्दी)"
1153,"Skill 2.2 - Pressure Grounding (हिन्दी)"
1154,"Skill 2.3 - Pressure Grounding (हिन्दी)"
1155,"Skill 2.4 - Pressure Grounding (हिन्दी)"
1156,"Skill 3.0 - Temperature Grounding (हिन्दी)"
1157,"Skill 3.1 - Temperature Grounding (हिन्दी)"
1158,"Skill 3.2 - Temperature Grounding (हिन्दी)"
1159,"Skill 3.3 - Temperature Grounding (हिन्दी)"
1160,"Skill 3.4 - Temperature Grounding (हिन्दी)"
1161,"Skill 4.0 - Pleasure Of Letting Go (हिन्दी)"
1162,"Skill 4.1 - Pleasure Of Letting Go (हिन्दी)"
1163,"Skill 4.2 - Pleasure Of Letting Go (हिन्दी)"
1164,"Skill 4.3 - Pleasure Of Letting Go (हिन्दी)"
1165,"Skill 4.4 - Pleasure Of Letting Go (हिन्दी)"
1175,"Maha Mantra - An Introduction"
1176,"Yojana - Align Yourself"
1177,"Sambandha - Reconnect With Self"
1178,"Seva - Ultimate Way To Serve"
1179,"Vipralambha - Overcome Loneliness"
1180,"Saranagati - All You Need Is Love"
1181,"Sankalpa - Strong Determination"
1182,"Skill 0.0 - Introduction To Mindfulness (ಕನ್ನಡ)"
1183,"Skill 1.0 - Breath Meditation (ಕನ್ನಡ)"
1184,"Skill 1.1 - Breath Meditation (ಕನ್ನಡ)"
1185,"Skill 1.2 - Breath Meditation (ಕನ್ನಡ)"
1186,"Skill 1.3 - Breath Meditation (ಕನ್ನಡ)"
1187,"Skill 1.4 - Breath Meditation (ಕನ್ನಡ)"
1188,"Skill 2.0 - Pressure Grounding (ಕನ್ನಡ)"
1189,"Skill 2.1 - Pressure Grounding (ಕನ್ನಡ)"
1190,"Skill 2.2 - Pressure Grounding (ಕನ್ನಡ)"
1191,"Skill 2.3 - Pressure Grounding (ಕನ್ನಡ)"
1192,"Skill 2.4 - Pressure Grounding (ಕನ್ನಡ)"
1193,"Skill 3.0 - Temperature Grounding (ಕನ್ನಡ)"
1194,"Skill 3.1 - Temperature Grounding (ಕನ್ನಡ)"
1195,"Skill 3.2 - Temperature Grounding (ಕನ್ನಡ)"
1196,"Skill 3.3 - Temperature Grounding (ಕನ್ನಡ)"
1197,"Skill 3.4 - Temperature Grounding (ಕನ್ನಡ)"
1198,"Skill 4.0 - Pleasure Of Letting Go (ಕನ್ನಡ)"
1199,"Skill 4.1 - Pleasure Of Letting Go (ಕನ್ನಡ)"
1200,"Skill 4.2 - Pleasure Of Letting Go (ಕನ್ನಡ)"
1201,"Skill 4.3 - Pleasure Of Letting Go (ಕನ್ನಡ)"
1202,"Skill 4.4 - Pleasure Of Letting Go (ಕನ್ನಡ)"
1224,"Notice Distractions (मराठी)"
1225,"Learn Prioritisation (मराठी)"
1226,"Deepen Focus (मराठी)"
1227,"Digital Detox (मराठी)"
1228,"Information Overflow (मराठी)"
1229,"Mind Push-ups (मराठी)"
1230,"Regenerate (मराठी)"
1231,"How To Be Determined?"
1232,"How To Make Good Decisions?"
1233,"How To Overcome Temptations?"
1234,"How To Find Purpose?"
1235,"How To Be Successful?"
1236,"How To Be Present?"
1237,"How To Avoid Mistakes?"
1238,"How To Not Fear Death?"
1239,"How To Find Love?"
1240,"How To See Beauty In Everything?"
1241,"How to Feel The Presence Of God?"
1242,"How To Progress Spiritually?"
1243,"How To Find Freedom?"
1246,"How To Avoid Burnout?"
1247,"How To Avoid The Pain Of Attachment?"
1248,"How To Overcome Self-Doubt?"
1249,"How To Communicate Effectively?"
1250,"How To Conquer Fear?"
1251,"How To Be Determined"
1252,"How To Make Good Decisions"
1253,"How To Overcome Temptations"
1255,"How To Find Purpose"
1256,"How To Be Successful"
1257,"How To Be Present"
1258,"How To Avoid Mistakes"
1259,"How To Not Fear Death"
1260,"How To Find Love"
1261,"How To See Beauty In Everything"
1262,"How to Feel The Presence Of God"
1263,"How To Progress Spiritually"
1264,"How To Find Freedom"
1265,"How To Avoid Burnout"
1266,"How To Avoid The Pain Of Attachment"
1267,"How To Overcome Self-Doubt"
1268,"How To Communicate Effectively"
1269,"How To Conquer Fear"
1270,"Day 1: What Inspires You?"
1271,"Day 2: What Life Is About?"
1272,"Day 3: Understanding Your Motivation"
1273,"Day 4: Gratitude For What You Have"
1274,"Day 5: Let Go Of Attachment"
1275,"Day 6: What is Deattachment?"
1276,"Day 7: Attracting Abundance"
1277,"Day 8: What You Love Doing"
1279,"Day 9: Doing Acts Of Kindness"
1280,"Day 10: Doing What Excites You"
1281,"Day 11: Loving Whatever You Do"
1282,"Day 12: To Just Be"
1283,"Day 13: Who are you?"
1284,"Day 14: Six Sense Meditation"
1285,"Day 15: Being vs Seeing"
1286,"Day 16: Being vs Hearing"
1287,"Day 17: Being vs Feeling"
1288,"Day 18: Being vs Thinking"
1289,"Day 19: Balancing & Being"
1290,"Day 20: The Art of Living"
1291,"Day 21: Mindfulness in Life"
1292,"Spiritual Growth"
1293,"Letting Go"
1303,"108 Times Hare Krishna Chanting"
1304,"Hare Krishna Chanting (108 Times)    "
1317,"Earth Signs - Taurus, Virgo, Capricorn (हिन्दी)"
1319,"Water Signs - Cancer, Scorpio, Pisces (हिन्दी)"
1321,"Fire Signs - Aries, Leo, Sagittarius (हिन्दी)"
1322,"Air Signs - Gemini, Libra, Aquarius (हिन्दी)"
1323,"Sky Element - all signs (हिन्दी)"
1337,"Strengthen Your Bond (हिन्दी)"
1338,"Appreciate Little Things (हिन्दी)"
1339,"Nurture Your Love (हिन्दी)"
1340,"Celebrate The Moments (हिन्दी)"
1341,"Revive The Spark (हिन्दी)"
1342,"For Anxiety (हिन्दी)"
1343,"For A Better Relationship (हिन्दी)"
1344,"To Manifest A Dream Life (हिन्दी)"
1345,"Stay Focused All Day"
1346,"Manage Stress And Anxiety"
1347,"Make Good Investment Decisions"
1349,"How To Dream Big"
1356,"Sita Ram Mantra"
1357,"Shiv Shambho"
1358,"Radha Raman"
1360,"Radhe Govind"
1361,"Om Namo Bhagwate"
1362,Mahamantra
1363,"Krishna Keshava"
1364,"Hari Haraye"
1365,"Chaitanya Chandraya"
1366,"Connect With Love & Kindness (हिन्दी)"
1367,"Self-Love (हिन्दी)"
1368,"Send Hugs To Loved Ones (हिन्दी)"
1369,"Be Kind To A Stranger (हिन्दी)"
1370,"Connect With Someone You Dislike (हिन्दी)"
1371,"Spread Good Vibes (हिन्दी)"
1372,"Understand Freedom"
1373,"For Financial Freedom"
1374,"Freedom From Expectations 1"
1375,"Freedom From Expectations 2"
1376,"Learning Acceptance"
1377,"Freedom To Serve"
1378,"Price Of Freedom"
1407,"Positive vibes"
1408,"Deep Focus"
1409,"For Anxiety"
1410,"Monk Focus"
1411,"For Procrastinators "
1412,"For Overthinking"
1444,"About Shiva"
1445,"Significance of Shiva"
1446,"How to Worship Shiva"
1447,"Chanting of Namah Shivay"
1455,"Unblock Your Chakras"
1456,"Chakra Balancing Music"
1457,"Om Chanting For Chakras"
1458,"Chakra Yoga Nidra"
1459,"Beej Mantra For Chakras"
1460,"Charge Your Chakras"
1461,"Daily Chakra Balancing"
1462,"Sight Meditation (हिन्दी)"
1463,"Sound Meditation (हिन्दी)"
1464,"Sensation Meditation (हिन्दी)"
1465,"Breath Meditation (हिन्दी)"
1467,"Introduction to Shiva Mantra"
1468,"Benefits of the Mantra"
1469,"Daily Mantra Sadhana"
1470,"108 times Chanting"
1471,"Maa Tara Mantra (हिन्दी)"
1472,"Maa Tara Mantra For Vitality"
1478,"Mantra for Long Life (हिन्दी)"
1479,"Kuber Mantra for Wealth (हिन्दी)"
1481,"Vajraguru Mantra (हिन्दी)"
1493,"Refuge Meditation (हिन्दी)"
1494,"Vajrasattva Meditation (हिन्दी)"
1495,"Mandala Meditation (हिन्दी)"
1496,"Guru Yoga Meditation (हिन्दी)"
1499,"Avoid Stress Eating"
1502,"Brown Noise"
1506,"Om Namah Shivay (108 Times)"
1507,"Introduction to Ganesh Mantra "
1508,"Ganesh Mantra - 108 Chants"
1509,"Introduction to Vitteshwar Mantra "
1510,"Vitteshwar Mantra - 108 Chants"
1511,"Introduction to Saraswati Mantra"
1512,"Saraswati Mantra - 108 Chants"
1513,"Introduction to Bhairav"
1514,"Importance of Bhairav Mantra"
1515,"Bhairav as Guru"
1516,"Connect with Bhairav"
1517,"Bhairav Mantra Sadhana"
1518,"Namah Shivay (108 Times)"
1536,"Batuk Bhairav: Parichay"
1537,"Batuk Bhairav: Itihasa"
1538,"Batuk Bhairav: Daily Sadhana"
1540,"Batuk Bhairav: Upasana 21 Day Special"
1541,"Batuk Bhairav Sankalp (3 rounds)"
1542,"Batuk Bhairav Sankalp (9 rounds)"
1544,"Bhairava: 64 Forms "
1545,"The Ashtabhairava"
1546,"Kaal Bhairava"
1547,"Batuk Bhairava"
1551,"Maa Durga Sadhana"
1552,"Maa Durga: Daily Mantra (9 rounds)"
1556,"Let go of Greed"
1557,"Bhairav Mantra Chants"
1558,"Batuk Bhairav Chants (9 rounds)"
1567,"Ganesh Mantra 108 Chants"
1568,"Saraswati Mantra 108 Chants"
1569,"Vitteshwar Mantra 108 Chants"
1573,"Mudra for Overthinking"
1574,"Mudra for Focus and Clarity"
1575,"Mudra for Loneliness"
1576,"Mudra for Laziness"
1577,"Mudra to Improve Communication"
1578,"Mudra to Control Anger"
1579,"Mudra for Cold and Migraine"
1591,"Mudra for Overthinking (हिन्दी)"
1592,"Mudra for Focus and Clarity (हिन्दी)"
1593,"Mudra for Loneliness (हिन्दी)"
1594,"Mudra for Laziness (हिन्दी)"
1595,"Mudra to Improve Communication (हिन्दी)"
1596,"Mudra to Control Anger (हिन्दी)"
1597,"Mudra for Cold and Migraine (हिन्दी)"
1599,"Leadership through Knowledge & Integrity"
1600,"Wealth: Be Content with Little"
1601,"Real Comfort: Live Simple!"
1602,"Want Peace? Abandon Sins"
1603,"Well-Being: Connect with your Creator"
1604,"Humility: Embrace Truth & What's Right"
1605,"Admiration: Master Generosity"
1606,"Want Love: Release Jealousy"
1607,"Achieve Balance With these Principles"
1635,"Eat Mindfully"
1637,"Post-Meal Relaxation"
1638,"Overcome Sugar Cravings "
1639,"Make Intuitive Choices"
1640,"Rain Meditation For Focus"
1641,"Get Over Your Ex"
1642,"Time to Shine Again"
1643,"So, What's Next?"
1644,"Avoid Stress Eating"
1656,"Finding your Balance"
1657,"Deep Relaxation"
1658,"Non Sleep Deep Rest (NSDR)"
1659,"5 Mins Belly Breathing"
1660,"Start Your Journey"
1661,"Universal Mantra"
1663,"Fikr - Sufi Meditation (हिन्दी)"
1664,"Finding your Balance (हिन्दी)"
1665,"Deep Relaxation (हिन्दी)"
1666,"Non Sleep Deep Rest (NSDR) (हिन्दी)"
1686,"Yin and Yang Meditation"
1687,"Zazen Meditation "
1688,"Anapana Meditation"
1694,"Yin and Yang Meditation (हिन्दी)"
1695,"Maha Mantra - An Introduction (हिन्दी)"
1696,"Yojana - Align Yourself (हिन्दी)"
1697,"Sambandha - Reconnect With Self (हिन्दी)"
1698,"Seva - Ultimate Way To Serve (हिन्दी)"
1699,"Vipralambha - Overcome Loneliness (हिन्दी)"
